Attendance_Percentage,Study_Hours_Per_Day,Previous_Academic_Marks,Internal_Assessment_Marks,Assignment_Score,Practical_Lab_Score,Number_of_Backlogs,Previous_Semester_GPA,Sleep_Hours,Internet_Access,Parental_Education,Extracurricular_Activities,Class_Participation,Assignment_Submission_Rate,Performance_Category
69.65,7.97,77.53,78.81,73.72,68.68,2,8.34,8.7,1,0,0,65.04,98.71,Good
88.98,9.39,93.55,89.34,96.89,96.1,1,8.8,5.6,1,4,1,97.16,93.22,Excellent
66.35,7.93,57.8,60.9,67.16,54.65,2,6.08,9.7,1,2,1,59.5,71.34,Average
72.45,8.75,74.65,80.18,73.36,74.68,1,7.97,7.5,1,4,0,73.76,83.41,Good
65.0,6.42,58.3,74.63,50.59,56.8,2,7.42,6.9,0,1,1,51.93,84.3,Average
53.92,7.01,54.03,50.46,71.82,66.09,0,6.12,9.7,1,3,1,58.65,74.16,Average
100.0,7.4,96.8,87.02,98.28,90.13,0,9.27,5.9,1,3,1,85.57,98.56,Excellent
66.43,5.28,70.2,52.98,48.09,59.6,3,6.3,8.3,1,2,0,59.4,68.82,Average
89.59,4.99,89.45,84.11,69.56,68.9,1,7.71,7.3,1,4,1,74.34,82.47,Good
96.37,9.67,89.82,91.43,100.0,90.42,0,8.97,6.9,0,3,0,89.69,99.49,Excellent
81.35,3.97,55.98,59.28,73.84,44.56,0,6.56,7.1,1,4,0,48.1,62.54,Average
42.55,2.21,53.15,36.29,46.61,27.52,8,4.72,8.5,1,4,1,32.73,68.24,Poor
95.14,8.36,100.0,96.97,100.0,89.86,1,9.46,8.7,1,2,1,93.49,100.0,Excellent
64.8,4.08,61.63,50.2,56.18,42.31,2,6.34,7.0,1,3,0,60.08,72.27,Average
75.01,9.98,70.6,73.21,71.9,68.8,0,7.54,6.7,1,2,1,75.04,88.75,Good
89.34,7.9,78.45,74.88,84.68,83.07,0,7.79,8.6,1,0,1,72.82,87.72,Good
74.39,8.31,75.97,73.77,90.71,81.2,2,8.49,8.3,1,4,1,69.2,89.1,Good
89.85,12.0,93.74,90.41,97.23,96.79,0,8.83,8.7,0,2,1,84.45,94.53,Excellent
43.79,1.53,46.1,34.8,27.03,40.95,3,5.25,8.4,1,0,1,33.54,55.36,Poor
63.79,5.19,48.04,57.95,69.53,72.09,1,8.02,6.1,1,3,1,64.08,67.56,Average
76.67,8.71,77.99,79.01,73.27,75.01,0,7.69,6.2,1,1,0,76.35,78.78,Good
69.4,4.57,77.28,58.11,82.3,79.75,1,7.55,9.0,1,4,1,76.58,87.49,Good
74.69,5.43,54.06,54.02,54.18,67.74,0,5.4,7.0,1,2,1,43.89,76.48,Average
70.14,6.75,81.48,68.3,93.99,76.6,1,7.78,5.3,1,2,0,70.33,89.48,Good
99.32,10.68,85.75,93.77,96.14,93.39,0,8.92,9.3,0,3,1,90.24,93.59,Excellent
88.02,8.06,90.59,83.5,96.93,82.53,0,8.65,7.2,0,0,1,97.59,100.0,Excellent
71.59,8.37,81.87,85.5,77.01,77.7,1,8.51,6.7,1,3,0,72.55,86.05,Good
82.33,7.99,74.52,78.4,82.3,81.64,1,7.79,8.0,1,2,1,68.65,89.05,Good
99.88,8.68,99.72,93.56,93.64,85.34,0,9.48,6.0,1,2,1,89.72,92.1,Excellent
79.68,9.07,66.74,68.63,81.28,64.61,1,7.67,6.4,1,2,0,65.38,87.32,Good
77.79,8.92,78.98,80.63,81.42,69.98,2,8.58,7.7,1,0,0,79.97,74.9,Good
43.34,3.63,44.87,39.76,43.11,62.84,2,4.44,7.5,1,2,0,21.34,62.01,Poor
76.49,7.97,84.3,81.24,85.17,84.1,0,7.55,6.7,0,3,0,79.29,87.06,Good
66.27,5.55,49.72,69.45,56.58,49.2,2,6.4,5.9,1,0,1,47.47,73.95,Average
54.61,3.98,54.59,58.42,70.64,56.81,3,6.95,7.7,1,2,1,59.59,88.17,Average
92.01,7.57,89.31,90.64,98.34,90.3,0,8.89,6.7,0,2,1,95.23,92.14,Excellent
93.34,7.78,91.46,93.66,90.83,100.0,0,8.83,8.0,1,2,0,93.25,96.74,Excellent
94.05,9.94,97.59,100.0,95.98,86.44,0,9.78,7.4,1,4,1,100.0,99.01,Excellent
82.82,8.47,76.23,85.26,75.0,83.22,0,8.11,8.5,1,0,0,76.73,81.48,Good
40.17,1.95,45.85,36.04,55.45,47.21,8,4.55,7.7,1,2,0,33.94,54.92,Poor
35.35,1.98,39.14,40.78,49.32,49.83,4,4.39,6.1,0,3,1,27.26,61.29,Poor
88.65,10.99,90.7,81.42,100.0,97.57,0,9.64,5.8,1,0,1,91.0,95.73,Excellent
51.66,3.03,32.97,33.35,40.81,41.48,5,4.76,8.1,1,0,1,38.88,55.17,Poor
92.82,11.07,96.16,96.49,92.52,95.57,0,9.43,6.5,0,3,0,94.82,100.0,Excellent
47.03,0.5,51.53,16.94,24.13,43.22,7,5.14,10.0,1,3,0,34.77,42.51,Poor
57.22,2.15,44.69,61.6,52.57,56.89,1,7.52,5.2,0,3,1,58.0,68.42,Average
46.08,1.43,41.55,43.01,22.59,42.15,10,5.03,7.1,0,2,1,35.12,46.78,Poor
66.9,7.01,67.05,76.72,54.75,71.41,1,6.84,8.4,0,4,1,50.91,73.2,Average
77.46,2.21,49.36,38.46,53.26,54.45,1,5.69,6.4,1,0,1,45.89,73.21,Average
59.13,4.23,50.76,48.57,76.78,60.42,2,5.44,4.8,1,2,1,43.72,58.93,Average
84.75,9.52,95.11,94.52,100.0,88.24,0,8.95,6.5,1,3,1,92.7,96.33,Excellent
82.99,6.47,69.46,76.76,87.13,87.76,2,7.75,5.5,1,2,1,76.93,85.45,Good
56.12,4.39,52.32,57.5,68.33,63.22,2,6.87,7.5,1,3,1,56.0,64.48,Average
45.57,2.27,52.43,45.77,28.3,40.95,6,5.06,6.1,0,3,1,45.66,63.4,Poor
49.87,2.16,39.55,51.73,42.87,35.73,4,4.72,5.5,1,0,1,42.42,65.33,Poor
90.41,10.99,88.07,92.39,97.26,94.81,0,9.53,5.4,0,4,1,95.73,100.0,Excellent
75.73,6.18,67.96,59.54,66.35,59.71,1,6.46,5.9,1,2,1,59.67,71.48,Average
63.1,5.26,50.17,64.29,62.97,58.68,3,6.03,4.6,1,1,1,52.41,86.81,Average
45.92,2.76,56.56,34.44,31.06,51.38,6,5.81,6.7,1,2,1,29.99,57.42,Poor
85.05,7.88,86.04,78.61,75.46,77.06,0,8.71,6.9,1,3,1,77.12,89.78,Good
58.82,1.93,37.95,36.7,61.32,54.0,8,4.45,7.9,1,3,1,26.24,70.29,Poor
75.17,8.16,74.35,74.35,74.68,81.39,0,7.86,5.6,1,2,1,80.54,81.24,Good
82.91,8.9,96.05,87.22,89.1,97.26,1,9.64,8.2,1,2,1,90.37,94.48,Excellent
85.24,7.04,80.3,92.78,71.0,71.05,1,7.74,7.6,1,2,0,81.21,67.49,Good
65.72,6.06,72.78,69.38,52.28,67.04,0,6.03,7.3,1,0,1,56.86,69.17,Average
72.8,8.22,80.9,75.19,88.57,74.68,3,7.66,7.0,1,0,1,75.59,68.36,Good
35.54,0.76,34.47,33.67,43.68,30.43,6,5.36,9.3,1,3,1,22.4,55.55,Poor
100.0,8.91,89.99,100.0,89.82,100.0,0,10.0,4.9,1,2,0,84.65,94.12,Excellent
51.16,4.41,47.93,67.81,43.12,55.74,3,6.88,8.2,1,1,0,54.01,63.93,Average
84.85,5.73,74.64,70.16,68.81,82.59,0,8.08,6.0,1,2,1,81.92,84.88,Good
31.69,1.8,45.8,34.07,46.8,32.07,5,3.93,5.4,1,3,0,35.55,42.92,Poor
98.13,10.43,94.69,90.27,95.88,91.5,0,9.87,8.4,0,0,1,94.1,100.0,Excellent
40.64,1.75,47.19,42.53,30.74,41.39,2,5.62,6.7,1,2,1,39.19,49.29,Poor
33.65,2.62,53.29,22.49,47.5,37.38,8,3.88,8.5,1,3,0,34.96,64.19,Poor
79.61,9.69,71.34,86.57,85.88,73.42,0,7.78,5.4,0,2,1,75.98,99.79,Good
69.75,3.1,74.46,51.4,58.85,46.49,2,7.58,10.0,0,4,1,70.4,72.88,Average
77.74,5.68,74.43,82.86,72.93,60.53,1,6.55,7.4,1,3,1,71.7,83.31,Good
91.54,10.45,87.18,91.61,100.0,94.64,1,9.06,7.3,1,2,0,100.0,92.75,Excellent
63.33,5.75,63.18,55.18,59.22,65.47,1,6.69,9.2,1,2,1,46.47,44.17,Average
94.32,10.36,84.68,93.62,88.79,88.44,0,8.85,7.2,0,3,1,93.01,100.0,Excellent
97.1,12.0,88.92,93.76,100.0,99.93,0,9.41,7.0,1,0,1,82.95,94.42,Excellent
97.52,9.45,87.45,100.0,97.64,88.26,1,9.52,4.5,1,3,1,88.0,93.54,Excellent
34.82,2.63,43.94,43.13,40.58,42.4,4,5.73,7.5,1,2,1,24.29,69.76,Poor
39.02,1.27,57.13,33.29,44.56,31.09,4,4.85,8.5,1,3,1,37.06,47.95,Poor
84.94,8.11,70.89,63.98,76.95,73.33,1,8.82,7.8,1,2,0,82.77,81.76,Good
71.88,4.42,68.3,53.04,65.66,52.26,1,5.72,7.2,1,3,1,42.66,71.04,Average
90.63,10.82,95.7,93.13,100.0,100.0,0,9.87,7.6,1,3,1,87.34,94.69,Excellent
63.46,1.33,29.64,29.57,52.73,35.42,3,3.97,6.7,1,3,1,51.01,68.04,Poor
91.09,7.99,75.64,70.77,93.16,80.19,0,6.94,9.8,1,2,1,66.25,84.24,Good
64.45,4.24,74.13,63.66,52.77,44.25,2,6.25,4.7,0,4,1,56.4,72.82,Average
85.08,9.74,82.86,71.45,81.58,76.94,3,9.05,7.0,1,1,1,75.23,74.84,Good
41.02,0.68,60.45,39.58,49.67,30.23,6,4.28,6.5,1,2,0,38.17,51.68,Poor
52.86,0.86,37.1,38.2,53.65,16.34,4,4.66,7.5,1,3,1,26.91,57.59,Poor
69.05,3.33,60.61,57.48,54.27,65.4,2,5.18,8.0,1,1,1,47.98,81.27,Average
76.74,5.14,75.77,82.92,75.81,73.66,1,8.0,8.0,1,0,1,78.75,84.85,Good
58.82,6.51,42.65,65.01,55.04,52.0,1,5.6,5.8,1,2,1,48.21,70.73,Average
57.63,1.01,38.61,47.27,38.01,34.95,3,5.33,6.3,1,0,1,28.25,57.91,Poor
75.24,7.94,84.07,87.63,61.3,70.66,1,6.59,7.1,1,3,1,68.13,86.91,Good
55.93,2.83,53.32,45.07,38.32,39.13,1,3.45,6.7,1,3,1,17.76,63.57,Poor
59.03,7.46,82.05,83.46,74.12,74.39,0,7.47,5.0,1,3,1,69.97,91.42,Good
97.52,11.32,83.79,88.23,92.84,92.39,1,10.0,8.3,1,1,0,93.43,96.34,Excellent
78.31,9.61,59.25,63.17,76.2,91.34,0,8.39,5.7,1,3,0,75.12,89.4,Good
64.75,5.36,55.33,63.03,66.71,63.71,2,6.45,7.4,1,3,1,51.55,66.92,Average
97.34,9.31,90.66,86.01,100.0,94.87,0,9.65,6.0,1,1,0,84.8,100.0,Excellent
74.31,10.68,72.99,69.81,74.47,74.22,1,8.61,5.4,1,3,1,77.0,84.74,Good
98.27,11.94,93.9,89.59,99.47,98.16,0,9.52,6.4,1,3,0,99.11,96.8,Excellent
37.03,2.98,36.23,45.28,30.81,47.25,1,5.01,6.1,1,4,1,28.75,63.03,Poor
93.21,8.92,98.13,89.29,100.0,88.38,0,10.0,6.4,1,2,0,89.83,95.25,Excellent
94.81,7.43,91.21,76.27,80.12,80.67,1,7.55,5.7,1,2,1,76.59,74.08,Good
71.2,3.97,49.15,62.63,67.43,54.5,2,5.2,6.8,1,0,0,47.22,60.59,Average
94.89,9.9,99.3,94.62,96.29,98.33,0,9.72,8.1,1,3,0,80.85,100.0,Excellent
71.38,5.68,65.34,62.55,61.05,56.6,1,7.22,5.8,0,1,0,52.01,75.46,Average
82.75,8.34,77.52,65.18,74.91,70.59,1,7.55,8.1,1,4,1,71.09,85.13,Good
86.49,6.49,73.09,71.82,76.67,86.48,0,8.65,6.0,1,2,1,80.85,83.36,Good
55.14,3.26,36.63,31.88,37.79,30.29,4,5.27,8.8,1,2,1,27.48,58.63,Poor
53.02,1.84,35.7,45.41,53.68,45.2,4,4.79,7.9,1,0,0,26.53,41.63,Poor
57.84,4.61,50.99,70.8,71.28,53.73,3,6.71,7.8,1,2,1,66.2,82.72,Average
45.61,1.31,51.87,36.54,54.02,39.81,3,4.7,9.7,1,3,0,31.28,54.25,Poor
90.83,10.69,100.0,87.0,96.39,95.19,0,8.82,6.5,1,4,0,90.88,97.78,Excellent
80.39,5.28,66.4,68.84,54.8,68.0,1,6.03,7.4,1,1,0,50.02,79.08,Average
70.8,7.81,74.11,84.28,77.07,79.71,0,8.44,8.6,1,2,1,75.09,87.48,Good
74.14,5.26,71.56,38.32,73.87,53.14,3,7.06,8.0,1,2,1,50.06,79.81,Average
82.91,5.86,71.24,82.77,84.86,81.57,1,6.94,9.5,1,2,0,82.54,84.17,Good
55.89,2.36,55.94,36.6,36.08,33.12,4,4.16,10.0,1,1,1,36.55,54.53,Poor
73.87,8.59,76.36,82.99,72.99,79.54,0,6.54,7.0,1,2,0,80.75,69.56,Good
89.19,12.0,89.04,91.15,90.55,89.01,1,9.33,4.9,1,3,0,88.71,95.97,Excellent
61.54,1.67,53.63,36.47,32.27,52.97,9,4.65,5.7,1,1,1,42.22,60.57,Poor
68.04,3.39,56.47,54.29,61.9,47.03,2,7.35,5.9,1,2,0,57.35,77.24,Average
64.98,4.4,61.84,56.16,52.01,59.71,4,7.18,8.2,1,0,0,56.92,72.28,Average
43.59,1.73,34.91,29.65,40.33,39.91,5,4.32,6.8,1,3,1,37.34,56.42,Poor
85.11,10.71,85.97,100.0,96.2,88.38,0,9.5,9.2,1,2,1,90.08,100.0,Excellent
94.36,12.0,98.66,90.82,98.07,100.0,0,9.7,8.0,1,2,0,93.32,98.69,Excellent
97.79,7.37,97.02,82.44,85.34,90.01,0,8.49,7.1,1,1,1,94.42,94.96,Excellent
80.98,5.7,77.08,75.59,73.37,77.66,1,6.63,8.3,1,3,1,74.47,80.68,Good
90.64,7.69,91.18,79.35,93.11,86.26,0,9.91,7.2,1,3,0,93.16,89.73,Excellent
