Attendance_Percentage,Study_Hours_Per_Day,Previous_Academic_Marks,Internal_Assessment_Marks,Assignment_Score,Practical_Lab_Score,Number_of_Backlogs,Previous_Semester_GPA,Sleep_Hours,Internet_Access,Parental_Education,Extracurricular_Activities,Class_Participation,Assignment_Submission_Rate,Performance_Category,Academic_Consistency,Overall_Academic_Score,Engagement_Score,Study_Efficiency,Parental_Education_Label,Performance_Label
59.02,3.7,70.5,57.58,67.48,59.31,3.0,5.89,7.7,1,3,0,56.6,75.52,Average,6.25,63.27,66.06,0.93,Post_Graduate,1
53.17,2.78,57.61,39.09,43.41,31.16,3.0,4.5,5.9,1,2,1,32.23,52.34,Poor,11.09,43.59,42.28,0.69,Graduate,0
90.31,7.0,71.92,79.19,79.37,75.12,3.0,6.74,5.4,1,2,1,68.6,80.48,Good,3.57,75.42,74.54,1.75,Graduate,2
57.72,1.24,51.06,53.61,58.02,48.96,1.0,6.15,5.0,1,2,1,46.42,65.71,Average,3.9,53.71,56.06,0.62,Graduate,1
85.55,6.96,80.83,84.37,80.92,76.35,4.0,7.85,8.4,1,0,1,86.23,89.22,Good,3.29,80.6,87.72,1.39,None,2
50.15,5.57,61.14,55.73,63.13,61.35,2.0,6.43,7.8,1,0,1,49.21,99.52,Average,3.2,60.54,74.36,1.86,None,1
90.55,9.83,93.25,99.83,100.0,94.76,0.0,9.94,7.8,1,2,1,93.76,90.63,Excellent,3.47,97.16,92.2,9.83,Graduate,3
82.4,7.63,90.46,79.61,77.31,70.82,2.0,7.15,8.0,1,2,1,75.68,84.41,Good,8.17,79.29,80.04,2.54,Graduate,2
71.05,5.77,68.73,74.84,75.72,83.67,0.0,7.74,7.1,1,1,1,81.83,90.09,Good,6.13,75.51,85.96,5.77,High_School,2
93.6,10.45,86.58,90.01,95.64,89.88,0.0,9.55,7.6,1,4,0,91.1,90.48,Excellent,3.76,90.8,90.79,10.45,Doctorate,3
92.47,11.52,96.8,92.75,92.61,92.68,0.0,9.17,5.4,1,3,0,88.92,93.44,Excellent,2.06,93.62,91.18,11.52,Post_Graduate,3
94.92,9.45,99.38,89.67,84.04,88.96,0.0,9.45,6.0,1,2,1,93.74,96.14,Excellent,6.42,91.31,94.94,9.45,Graduate,3
96.96,9.72,95.5,93.4,92.01,93.79,0.0,8.67,6.1,1,2,1,90.65,82.72,Excellent,1.44,93.06,86.68,9.72,Graduate,3
47.34,0.53,33.67,25.57,48.62,35.32,5.0,5.02,6.4,1,2,1,26.5,61.72,Poor,9.55,36.62,44.11,0.09,Graduate,0
58.85,3.22,44.5,49.74,79.53,62.88,2.0,6.53,8.0,1,2,1,51.0,68.87,Average,15.63,58.57,59.94,1.07,Graduate,1
44.89,2.11,40.56,39.98,50.3,38.0,6.0,4.79,8.4,1,4,1,40.57,54.17,Poor,5.5,42.58,47.37,0.3,Doctorate,0
92.13,9.28,89.54,92.38,82.09,86.99,1.0,8.84,8.9,1,3,1,93.4,96.91,Excellent,4.37,88.14,95.16,4.64,Post_Graduate,3
60.67,4.18,66.22,51.85,63.23,62.08,3.0,6.63,9.8,1,1,0,62.28,75.23,Average,6.25,61.21,68.76,1.04,High_School,1
79.72,9.8,74.33,82.0,84.91,74.51,0.0,6.29,5.1,1,3,1,76.4,92.25,Good,5.35,77.26,84.32,9.8,Post_Graduate,2
96.98,8.57,86.41,94.48,90.85,84.65,0.0,9.5,8.2,1,3,0,100.0,99.01,Excellent,4.44,89.82,99.5,8.57,Post_Graduate,3
81.93,8.87,77.8,85.57,80.56,66.11,0.0,7.59,8.4,1,1,1,88.34,89.43,Good,8.25,77.77,88.88,8.87,High_School,2
50.94,2.51,45.88,22.89,40.95,30.07,6.0,4.32,9.1,1,2,0,38.8,53.41,Poor,10.4,35.72,46.1,0.36,Graduate,0
42.77,2.33,38.2,42.75,49.73,33.25,6.0,4.15,6.3,1,4,0,31.8,47.51,Poor,7.0,40.98,39.66,0.33,Doctorate,0
66.16,3.3,42.6,45.94,26.91,59.19,2.0,4.81,4.1,1,4,1,29.85,60.16,Poor,13.27,44.17,45.0,1.1,Doctorate,0
59.15,2.88,52.57,59.81,49.75,52.01,7.0,6.63,7.0,1,3,1,47.66,69.56,Average,4.36,55.08,58.61,0.36,Post_Graduate,1
53.93,1.71,52.72,42.13,32.3,37.55,5.0,4.85,9.2,1,2,1,23.71,38.47,Poor,8.68,42.53,31.09,0.28,Graduate,0
71.32,4.77,58.6,55.99,58.32,62.87,2.0,6.18,7.1,1,1,0,63.77,82.57,Average,2.87,59.07,73.17,1.59,High_School,1
88.03,7.4,77.96,83.4,89.44,74.4,1.0,6.26,8.6,1,3,0,70.17,96.26,Good,6.57,79.37,83.22,3.7,Post_Graduate,2
92.13,8.13,83.7,94.92,96.54,97.35,1.0,9.41,4.8,1,2,0,73.71,98.01,Excellent,6.37,92.84,85.86,4.07,Graduate,3
94.08,9.45,86.98,87.71,89.05,91.07,0.0,9.74,9.1,1,3,1,99.75,95.13,Excellent,1.8,89.44,97.44,9.45,Post_Graduate,3
76.0,10.14,86.89,73.22,75.48,69.4,0.0,6.88,7.5,1,2,1,70.43,95.4,Good,7.53,75.88,82.92,10.14,Graduate,2
85.69,12.0,95.07,96.25,90.21,95.61,0.0,9.26,9.6,1,1,1,98.19,99.28,Excellent,2.76,94.25,98.74,12.0,High_School,3
66.47,3.4,52.23,71.95,58.29,49.97,1.0,7.4,9.0,1,4,1,49.43,76.73,Average,9.87,60.1,63.08,1.7,Doctorate,1
66.33,2.49,39.46,49.86,58.77,65.68,0.0,5.98,7.2,1,2,0,70.62,62.7,Average,11.35,53.2,66.66,2.49,Graduate,1
97.31,8.64,91.46,99.27,91.4,92.54,0.0,9.4,9.2,1,1,1,84.22,98.59,Excellent,3.77,93.87,91.4,8.64,High_School,3
58.3,1.22,56.23,39.75,48.04,63.54,4.0,4.76,8.1,1,4,1,26.34,42.1,Poor,10.28,51.07,34.22,0.24,Doctorate,0
44.21,3.05,41.78,51.87,37.47,36.99,3.0,3.36,4.4,1,3,0,17.96,62.5,Poor,6.91,41.66,40.23,0.76,Post_Graduate,0
100.0,11.02,84.74,100.0,100.0,92.59,1.0,9.91,5.9,1,2,1,89.74,88.54,Excellent,7.29,94.61,89.14,5.51,Graduate,3
86.66,9.95,100.0,100.0,97.25,87.59,0.0,8.85,9.4,1,3,1,86.24,94.86,Excellent,5.89,95.82,90.55,9.95,Post_Graduate,3
35.65,2.45,53.93,34.51,31.55,42.96,3.0,5.07,5.8,1,2,0,47.74,51.78,Poor,10.04,42.08,49.76,0.61,Graduate,0
93.89,10.52,100.0,93.02,96.99,87.62,0.0,9.1,8.0,1,2,0,93.5,94.56,Excellent,5.35,94.28,94.03,10.52,Graduate,3
51.25,2.15,52.36,42.5,35.49,20.4,3.0,5.09,9.5,1,2,0,26.88,62.49,Poor,13.44,39.98,44.68,0.54,Graduate,0
87.67,7.48,76.02,76.82,78.5,83.41,1.0,6.95,6.9,1,0,0,80.19,83.75,Good,3.31,77.54,81.97,3.74,None,2
49.89,1.38,43.17,36.33,37.35,39.64,4.0,6.04,6.1,1,1,0,26.85,39.0,Poor,3.03,41.31,32.92,0.28,High_School,0
77.68,7.92,64.53,83.76,83.43,67.8,0.0,8.84,6.9,1,3,0,63.31,72.49,Good,10.15,76.16,67.9,7.92,Post_Graduate,2
41.98,1.95,44.53,28.48,38.92,33.26,5.0,5.21,7.5,1,2,1,31.02,63.22,Poor,6.95,37.9,47.12,0.33,Graduate,0
63.63,3.69,49.19,61.48,66.68,47.21,3.0,5.5,8.3,1,3,1,47.6,77.06,Average,9.45,55.95,62.33,0.92,Post_Graduate,1
86.89,8.69,82.01,79.72,93.12,76.81,0.0,6.71,4.1,1,2,1,79.3,81.27,Good,7.13,81.13,80.28,8.69,Graduate,2
40.85,1.51,53.58,42.17,33.33,47.53,5.0,4.81,4.0,1,2,1,47.35,60.58,Poor,8.59,44.92,53.96,0.25,Graduate,0
45.97,1.62,36.07,32.43,49.27,35.47,6.0,3.0,8.1,1,0,1,32.59,62.64,Poor,7.48,37.07,47.62,0.23,None,0
99.71,10.17,92.71,89.02,99.63,93.12,0.0,8.99,5.6,1,3,0,85.24,94.38,Excellent,4.41,92.97,89.81,10.17,Post_Graduate,3
69.28,4.81,51.39,57.3,42.48,52.05,2.0,6.26,6.9,1,1,1,56.44,77.38,Average,6.15,52.34,66.91,1.6,High_School,1
69.95,3.53,47.72,58.63,65.6,68.23,2.0,6.69,7.7,1,2,1,64.26,80.23,Average,9.16,60.04,72.24,1.18,Graduate,1
73.7,6.64,67.05,80.64,67.73,85.36,1.0,5.96,9.0,1,4,1,72.3,76.95,Good,9.22,73.5,74.62,3.32,Doctorate,2
46.72,2.81,55.87,41.01,45.24,41.63,7.5,3.65,7.4,1,2,1,47.76,57.4,Poor,6.88,45.24,52.58,0.33,Graduate,0
48.9,1.28,35.69,43.01,46.08,32.7,5.0,6.38,7.0,1,2,1,41.03,51.91,Poor,6.23,41.81,46.47,0.21,Graduate,0
57.57,2.09,36.04,38.54,33.56,51.47,1.0,5.38,4.0,1,2,0,39.16,67.39,Poor,7.98,41.03,53.28,1.04,Graduate,0
81.26,4.24,57.37,63.76,64.18,69.34,2.0,6.13,5.2,1,2,0,63.9,76.21,Average,4.9,63.12,70.05,1.41,Graduate,1
98.86,10.67,96.5,95.17,95.08,91.67,0.0,9.33,5.8,1,3,0,94.91,92.96,Excellent,2.06,94.6,93.94,10.67,Post_Graduate,3
59.13,5.78,43.67,49.76,61.1,69.25,2.0,5.94,7.1,1,1,0,58.47,72.16,Average,11.44,55.37,65.32,1.93,High_School,1
56.21,1.17,50.5,40.19,48.81,30.16,5.0,3.92,7.2,1,2,0,40.45,60.2,Poor,9.33,42.39,50.32,0.19,Graduate,0
77.09,8.56,78.15,76.9,89.91,81.14,0.0,7.79,10.0,1,2,0,66.4,79.02,Good,5.87,80.76,72.71,8.56,Graduate,2
84.06,8.69,84.9,94.42,94.0,94.01,0.0,9.8,7.3,1,2,0,92.15,90.97,Excellent,4.63,92.23,91.56,8.69,Graduate,3
83.17,9.11,78.33,82.1,83.95,80.05,0.0,8.13,5.8,1,3,1,84.3,86.11,Good,2.44,81.04,85.2,9.11,Post_Graduate,2
53.02,5.22,70.85,64.07,66.66,62.7,1.0,7.29,7.0,1,2,0,46.3,61.41,Average,3.58,66.89,53.86,2.61,Graduate,1
77.36,9.4,69.34,86.45,80.26,79.88,2.0,6.8,5.9,1,3,1,74.35,92.77,Good,7.1,77.78,83.56,3.13,Post_Graduate,2
75.51,4.16,77.34,84.82,81.01,74.0,1.0,7.14,7.4,1,1,1,75.22,90.69,Good,4.67,78.68,82.96,2.08,High_School,2
98.63,8.05,100.0,96.78,85.58,88.95,0.0,9.68,9.1,1,0,1,96.76,100.0,Excellent,6.7,93.78,98.38,8.05,None,3
66.37,7.37,84.28,72.64,68.45,77.52,1.0,7.13,7.3,1,2,1,69.59,71.85,Good,6.8,75.55,70.72,3.69,Graduate,2
55.55,2.19,38.71,35.53,30.67,58.23,7.0,4.01,6.6,1,3,1,29.64,50.29,Poor,12.09,40.35,39.97,0.27,Post_Graduate,0
55.32,3.27,39.74,33.91,33.77,44.15,7.0,5.19,7.7,1,2,1,50.18,70.58,Poor,5.01,39.19,60.38,0.41,Graduate,0
67.14,1.68,43.76,44.28,63.11,61.49,2.0,7.01,4.0,1,3,1,57.2,62.93,Average,10.58,53.94,60.06,0.56,Post_Graduate,1
80.4,6.88,74.73,87.83,85.38,75.36,0.0,8.09,6.5,1,1,1,78.3,83.32,Good,6.75,80.88,80.81,6.88,High_School,2
98.0,8.64,89.44,85.25,86.6,87.9,0.0,8.07,7.9,1,0,1,91.51,99.7,Excellent,1.79,86.64,95.6,8.64,None,3
48.68,1.44,34.49,43.9,35.34,46.49,4.0,5.34,6.7,1,3,1,40.36,59.86,Poor,6.04,41.3,50.11,0.29,Post_Graduate,0
78.37,6.82,84.75,76.98,85.06,86.82,1.0,7.59,4.6,1,2,1,68.26,72.57,Good,4.38,82.4,70.41,3.41,Graduate,2
89.35,6.34,71.63,75.38,91.49,75.34,0.0,8.24,4.0,1,1,1,69.68,86.83,Good,8.86,78.36,78.26,6.34,High_School,2
89.82,7.2,100.0,88.9,95.21,95.52,0.0,9.56,6.2,1,2,0,98.61,95.8,Excellent,4.56,94.93,97.2,7.2,Graduate,3
71.45,8.8,74.26,72.25,73.99,77.1,0.0,8.08,10.0,1,2,0,67.12,92.59,Good,2.01,74.93,79.86,8.8,Graduate,2
95.55,9.68,93.65,95.86,95.47,89.27,0.0,10.0,6.4,1,2,1,86.51,89.68,Excellent,3.02,94.33,88.1,9.68,Graduate,3
93.02,12.0,95.25,89.85,91.88,89.99,0.0,9.24,4.5,1,2,0,87.21,98.05,Excellent,2.51,91.89,92.63,12.0,Graduate,3
49.57,1.71,40.18,42.37,52.21,45.14,5.0,5.03,6.4,1,2,0,46.01,55.73,Poor,5.23,45.14,50.87,0.28,Graduate,0
81.15,7.05,73.46,63.69,80.79,74.29,2.0,8.24,4.8,1,2,1,75.86,78.37,Good,7.05,73.54,77.12,2.35,Graduate,2
59.17,5.13,48.76,56.23,52.37,61.62,2.0,6.14,6.3,1,4,1,64.36,72.46,Average,5.51,55.19,68.41,1.71,Doctorate,1
50.86,0.5,32.22,29.66,40.74,36.72,4.0,4.75,6.2,1,1,1,30.8,49.9,Poor,4.9,35.71,40.35,0.1,High_School,0
81.2,4.23,84.71,76.51,67.84,80.9,0.0,8.24,5.9,1,1,0,77.27,78.16,Good,7.25,78.29,77.72,4.23,High_School,2
44.65,1.57,48.59,44.38,27.73,34.25,7.0,4.43,6.8,1,3,0,41.85,54.34,Poor,9.49,40.07,48.1,0.2,Post_Graduate,0
60.16,4.37,50.18,54.52,64.27,55.2,1.0,5.39,4.5,1,3,1,57.14,75.05,Average,5.92,55.46,66.1,2.19,Post_Graduate,1
77.66,6.34,70.39,73.34,83.13,81.43,1.0,7.81,9.1,1,3,0,70.21,88.45,Good,6.17,76.65,79.33,3.17,Post_Graduate,2
40.92,4.97,54.24,32.63,40.16,45.03,5.0,5.44,8.2,1,2,1,37.92,59.83,Poor,9.06,44.2,48.88,0.83,Graduate,0
56.59,1.16,61.21,44.51,43.39,38.22,2.0,6.09,7.4,1,0,1,39.49,60.7,Poor,9.97,48.84,50.1,0.39,None,0
46.3,0.5,42.79,33.26,36.21,38.0,7.5,4.22,6.6,1,3,1,37.66,68.2,Poor,3.99,38.07,52.93,0.06,Post_Graduate,0
83.82,6.96,66.35,75.09,77.35,83.84,1.0,8.59,9.1,1,3,0,71.8,73.43,Good,7.23,76.19,72.62,3.48,Post_Graduate,2
92.2,11.4,95.75,93.57,95.11,86.75,0.0,9.33,8.0,1,3,0,100.0,100.0,Excellent,4.13,93.03,100.0,11.4,Post_Graduate,3
47.05,1.81,41.42,38.47,36.11,40.72,2.0,5.15,7.2,1,0,1,22.02,56.59,Poor,2.4,40.49,39.3,0.6,None,0
48.29,1.25,35.95,32.56,42.04,48.55,7.5,5.69,7.2,1,0,1,34.25,54.26,Poor,7.04,40.94,44.26,0.15,None,0
92.35,6.96,90.83,86.92,90.5,86.67,2.0,9.16,5.8,1,3,0,95.03,91.97,Excellent,2.24,89.03,93.5,2.32,Post_Graduate,3
64.53,0.95,66.96,58.58,66.16,56.2,4.0,6.16,5.6,1,1,1,43.42,88.0,Average,5.39,62.02,65.71,0.19,High_School,1
94.09,9.98,92.38,95.19,94.91,91.24,0.0,9.66,7.6,1,1,1,90.97,96.2,Excellent,1.93,93.78,93.58,9.98,High_School,3
67.42,6.68,76.12,75.83,80.36,66.75,1.0,6.83,8.9,1,2,1,61.97,85.37,Good,5.73,74.24,73.67,3.34,Graduate,2
81.02,6.86,66.47,91.84,70.73,78.04,2.0,7.25,8.7,1,3,1,71.97,77.97,Good,11.12,76.58,74.97,2.29,Post_Graduate,2
75.89,7.62,77.78,80.84,79.1,77.83,1.0,8.66,8.1,1,4,1,79.52,90.91,Good,1.44,79.7,85.22,3.81,Doctorate,2
71.57,2.82,60.52,57.47,59.96,50.38,2.0,6.57,8.4,1,2,0,49.55,69.55,Average,4.66,58.14,59.55,0.94,Graduate,1
60.82,4.97,66.8,50.01,52.31,59.08,4.0,5.48,9.4,1,3,1,49.93,54.45,Average,7.55,56.96,52.19,0.99,Post_Graduate,1
79.1,6.96,70.51,75.19,75.68,88.47,2.0,8.14,7.8,1,2,0,70.7,86.67,Good,7.7,77.4,78.68,2.32,Graduate,2
65.7,4.73,68.86,62.39,56.12,53.58,1.0,5.13,7.8,1,1,1,62.28,77.21,Average,6.84,59.88,69.74,2.37,High_School,1
39.38,1.4,45.66,41.87,33.26,29.66,7.0,5.7,6.3,1,2,1,49.05,51.24,Poor,7.42,40.17,50.14,0.17,Graduate,0
41.68,1.39,20.1,39.73,32.71,45.48,7.5,5.01,5.3,1,4,1,36.24,61.46,Poor,10.93,35.61,48.85,0.16,Doctorate,0
93.69,10.28,95.47,82.13,98.53,96.67,0.0,9.4,7.3,1,3,0,81.83,91.89,Excellent,7.49,92.84,86.86,10.28,Post_Graduate,3
63.65,5.37,44.56,66.01,56.72,66.12,2.0,6.22,8.2,1,0,1,53.51,62.51,Average,10.2,58.43,58.01,1.79,None,1
76.48,9.73,70.74,75.38,75.79,73.73,1.0,8.2,7.1,1,0,1,91.99,93.55,Good,2.29,74.63,92.77,4.87,None,2
74.18,5.87,68.55,79.34,75.36,58.45,0.0,7.82,9.1,1,3,1,79.06,83.74,Good,9.14,71.55,81.4,5.87,Post_Graduate,2
41.74,1.37,50.05,38.93,49.07,28.4,7.5,5.41,7.3,1,2,1,27.21,73.37,Poor,10.14,43.15,50.29,0.16,Graduate,0
68.82,8.61,82.66,80.84,72.86,69.11,1.0,8.47,4.7,1,1,1,83.09,75.25,Good,6.44,77.74,79.17,4.3,High_School,2
81.85,7.86,75.19,82.33,77.4,78.12,0.0,7.18,7.2,1,1,1,80.69,84.03,Good,2.99,77.66,82.36,7.86,High_School,2
53.25,4.39,51.77,64.32,66.52,42.78,1.0,5.88,6.1,1,2,0,58.64,70.56,Average,11.14,56.76,64.6,2.19,Graduate,1
84.13,8.28,93.92,92.95,95.62,92.53,0.0,8.44,5.7,1,1,0,87.9,95.41,Excellent,1.37,92.79,91.66,8.28,High_School,3
44.76,2.67,48.83,51.09,27.94,35.63,4.0,4.62,10.0,1,2,1,43.1,56.06,Poor,10.99,42.31,49.58,0.53,Graduate,0
65.06,5.06,63.28,61.66,77.22,72.29,3.0,5.09,5.3,1,2,0,63.29,70.04,Average,7.4,66.23,66.67,1.26,Graduate,1
88.38,8.15,76.18,73.43,80.97,87.56,1.0,7.12,5.4,1,4,1,74.86,83.39,Good,6.19,78.23,79.12,4.08,Doctorate,2
73.03,2.41,69.73,59.15,66.25,64.67,4.0,5.46,7.7,1,4,1,50.61,74.76,Average,4.41,63.86,62.68,0.48,Doctorate,1
100.0,10.07,100.0,95.08,91.73,98.24,1.0,8.58,8.7,1,3,0,84.96,98.21,Excellent,3.64,95.34,91.58,5.04,Post_Graduate,3
96.26,8.29,98.68,95.69,100.0,89.1,0.0,10.0,7.5,1,1,0,98.0,87.45,Excellent,4.86,96.41,92.72,8.29,High_School,3
48.69,5.73,54.63,50.1,70.17,60.62,3.0,7.65,7.7,1,2,1,54.51,59.26,Average,8.67,59.99,56.88,1.43,Graduate,1
45.8,1.18,52.91,39.47,38.26,34.12,7.5,4.7,7.7,1,1,0,32.83,79.91,Poor,8.14,42.27,56.37,0.14,High_School,0
75.8,8.15,78.95,82.81,74.95,73.3,2.0,8.47,9.1,1,2,0,62.57,90.54,Good,4.26,78.56,76.56,2.72,Graduate,2
46.85,1.63,43.98,44.06,32.76,32.47,7.0,5.27,10.0,1,0,1,44.03,55.9,Poor,6.59,40.33,49.96,0.2,None,0
91.05,8.26,77.03,78.86,90.89,75.58,0.0,8.35,5.8,1,2,0,74.9,79.94,Good,7.0,80.62,77.42,8.26,Graduate,2
74.87,2.28,65.31,65.03,79.62,66.31,0.0,6.85,7.0,1,2,1,44.43,97.27,Average,7.06,68.62,70.85,2.28,Graduate,1
80.5,7.65,75.86,77.44,87.56,77.11,0.0,7.36,8.8,1,2,1,78.62,89.11,Good,5.42,78.62,83.86,7.65,Graduate,2
88.79,12.0,92.73,97.22,90.36,92.55,1.0,9.95,4.8,1,3,1,93.15,96.57,Excellent,2.88,94.02,94.86,6.0,Post_Graduate,3
73.98,5.8,41.7,65.37,65.64,60.05,1.0,5.32,5.8,1,2,0,38.88,72.48,Average,11.29,57.23,55.68,2.9,Graduate,1
86.52,7.92,77.2,80.31,72.01,85.27,0.0,7.6,7.6,1,3,1,73.36,98.99,Good,5.56,78.43,86.18,7.92,Post_Graduate,2
63.0,5.22,60.65,54.1,64.88,60.24,2.0,5.87,7.1,1,2,0,53.55,83.23,Average,4.44,59.58,68.39,1.74,Graduate,1
80.21,5.93,77.61,71.17,94.38,84.91,0.0,8.58,7.6,1,3,0,76.8,81.37,Good,9.97,81.63,79.09,5.93,Post_Graduate,2
95.45,10.47,96.15,99.21,99.06,95.45,0.0,8.71,7.1,1,4,1,84.99,96.63,Excellent,1.95,96.45,90.81,10.47,Doctorate,3
76.94,4.88,68.68,70.15,65.23,68.71,2.0,8.2,7.4,1,3,1,67.24,90.78,Good,2.09,69.7,79.01,1.63,Post_Graduate,2
41.37,2.23,30.71,36.09,40.22,25.52,7.5,5.14,8.9,1,2,1,54.08,65.53,Poor,6.4,34.99,59.8,0.26,Graduate,0
44.13,2.71,41.08,29.42,50.98,30.31,4.0,4.86,6.1,1,2,1,37.9,57.38,Poor,10.18,38.74,47.64,0.54,Graduate,0
51.59,3.02,46.55,33.17,35.69,52.05,3.0,5.16,6.3,1,1,1,44.9,50.29,Poor,8.93,42.64,47.6,0.76,High_School,0
74.21,6.2,76.8,83.97,76.56,60.73,0.0,8.0,6.0,1,4,1,74.17,87.62,Good,9.81,75.65,80.9,6.2,Doctorate,2
91.85,9.27,99.4,95.3,98.13,98.63,1.0,8.46,9.5,1,3,1,93.52,95.27,Excellent,1.79,96.49,94.4,4.63,Post_Graduate,3
87.75,11.09,98.17,95.54,96.08,91.84,1.0,9.54,4.7,1,2,0,90.86,100.0,Excellent,2.63,95.55,95.43,5.54,Graduate,3
94.38,8.19,71.27,79.43,82.97,83.46,1.0,6.32,7.5,1,3,1,67.61,87.15,Good,5.64,77.28,77.38,4.09,Post_Graduate,2
92.25,9.03,93.87,89.82,89.45,97.47,0.0,9.04,8.6,1,3,1,92.37,93.37,Excellent,3.78,92.35,92.87,9.03,Post_Graduate,3
65.02,1.45,43.29,52.62,59.55,67.6,1.0,6.48,7.2,1,0,1,75.94,60.57,Average,10.33,55.89,68.26,0.72,None,1
54.08,2.14,33.5,39.65,33.2,40.21,1.0,4.06,6.9,1,0,0,35.22,63.5,Poor,3.81,37.03,49.36,1.07,None,0
84.93,7.96,87.94,91.85,76.17,83.29,1.0,8.25,6.4,1,3,1,62.25,82.09,Good,6.74,85.09,72.17,3.98,Post_Graduate,2
94.77,6.56,86.58,78.97,74.37,82.09,2.0,7.85,6.4,1,3,0,75.39,91.37,Good,5.14,80.53,83.38,2.19,Post_Graduate,2
78.43,7.38,78.46,78.36,68.99,85.5,0.0,8.33,7.6,1,3,1,81.49,87.62,Good,6.77,78.43,84.56,7.38,Post_Graduate,2
54.57,1.84,33.52,52.34,38.1,35.22,4.0,4.69,7.4,1,2,1,46.39,48.53,Poor,8.57,40.82,47.46,0.37,Graduate,0
74.93,8.56,66.84,80.88,91.47,80.47,2.0,7.82,7.6,1,3,0,78.49,93.0,Good,10.09,79.14,85.74,2.85,Post_Graduate,2
88.97,9.45,77.09,94.51,90.78,98.06,1.0,8.71,8.1,1,4,1,97.69,100.0,Excellent,9.17,89.38,98.84,4.72,Doctorate,3
80.08,7.55,72.88,65.08,75.07,88.12,0.0,8.2,7.3,1,2,0,78.54,86.36,Good,9.57,75.33,82.45,7.55,Graduate,2
76.99,5.46,72.74,72.84,72.68,85.8,0.0,7.54,5.6,1,3,1,67.39,86.55,Good,6.52,75.63,76.97,5.46,Post_Graduate,2
58.79,6.93,52.54,56.1,74.12,81.22,4.0,5.69,9.3,1,3,1,56.64,65.14,Average,13.87,63.92,60.89,1.39,Post_Graduate,1
92.73,9.88,96.52,92.85,95.91,92.89,0.0,9.93,7.1,1,2,1,94.07,92.44,Excellent,1.95,95.03,93.26,9.88,Graduate,3
85.37,8.61,68.62,81.03,88.69,73.14,1.0,6.4,4.7,1,0,1,77.56,86.23,Good,8.85,76.18,81.9,4.3,None,2
82.53,5.67,63.59,70.77,89.07,78.84,0.0,8.32,6.1,1,3,0,80.53,95.91,Good,10.95,75.49,88.22,5.67,Post_Graduate,2
51.04,0.5,36.52,24.72,49.31,38.8,6.0,4.3,4.6,1,2,1,24.62,47.5,Poor,10.09,37.23,36.06,0.07,Graduate,0
36.96,2.61,45.52,53.03,50.74,37.15,7.5,5.12,9.3,1,2,1,30.88,71.55,Poor,7.05,47.34,51.22,0.31,Graduate,0
63.41,7.18,65.78,59.85,46.73,46.61,0.0,5.97,7.0,1,1,1,55.68,83.78,Average,9.63,56.05,69.73,7.18,High_School,1
54.9,1.09,33.36,42.05,33.48,33.87,3.0,4.45,9.9,1,2,0,22.0,51.62,Poor,4.25,36.77,36.81,0.27,Graduate,0
97.58,11.37,87.69,94.67,90.57,85.06,0.0,9.58,10.0,1,4,0,89.52,99.73,Excellent,4.12,90.3,94.62,11.37,Doctorate,3
88.12,10.94,89.39,87.24,98.0,89.57,0.0,9.51,5.6,1,1,1,92.39,99.24,Excellent,4.75,91.18,95.82,10.94,High_School,3
57.17,1.33,38.87,57.5,34.37,44.94,7.5,5.35,8.5,1,1,1,40.78,47.81,Poor,10.04,45.3,44.3,0.16,High_School,0
41.65,0.76,38.68,34.23,20.98,44.6,6.0,5.05,6.3,1,2,1,33.42,37.31,Poor,10.04,36.39,35.36,0.11,Graduate,0
100.0,10.51,90.7,91.26,94.2,86.79,0.0,9.4,5.2,1,2,1,92.26,96.57,Excellent,3.05,91.09,94.42,10.51,Graduate,3
79.04,8.35,75.36,72.06,76.11,72.71,1.0,9.37,6.9,1,2,1,69.79,83.77,Good,1.98,75.99,76.78,4.17,Graduate,2
77.97,4.47,65.35,68.6,78.76,75.7,2.0,8.38,7.7,1,2,1,76.47,80.39,Good,6.19,72.76,78.43,1.49,Graduate,2
56.97,2.09,20.32,55.56,36.17,58.51,4.0,6.02,7.1,1,3,0,42.65,73.05,Poor,17.88,43.93,57.85,0.42,Post_Graduate,0
57.74,4.25,74.81,62.21,65.97,58.57,3.0,5.94,7.6,1,3,1,58.28,86.23,Average,6.97,65.1,72.26,1.06,Post_Graduate,1
53.84,6.95,66.21,57.43,58.81,61.84,4.0,6.98,7.0,1,2,0,60.36,81.78,Average,3.89,62.02,71.07,1.39,Graduate,1
75.38,3.49,57.79,60.05,52.09,54.69,5.0,6.79,7.4,1,3,1,67.13,78.25,Average,3.49,57.61,72.69,0.58,Post_Graduate,1
94.13,10.24,91.99,87.63,94.04,100.0,0.0,9.4,5.7,1,2,0,89.94,91.38,Excellent,5.14,93.11,90.66,10.24,Graduate,3
87.3,11.24,89.31,95.97,96.22,89.82,0.0,9.2,7.9,1,3,0,92.09,97.86,Excellent,3.78,92.73,94.98,11.24,Post_Graduate,3
77.27,7.51,71.6,75.25,61.07,70.81,0.0,7.66,9.0,1,2,1,71.98,81.27,Good,6.06,70.75,76.62,7.51,Graduate,2
97.03,10.13,95.24,93.16,93.95,93.92,0.0,9.64,7.5,1,2,1,100.0,99.61,Excellent,0.86,94.31,99.8,10.13,Graduate,3
